/Users/hm/Desktop/homemaster/week13/videos3/IMG/center_2017_04_18_21_55_39_454.jpg,/Users/hm/Desktop/homemaster/week13/videos3/IMG/left_2017_04_18_21_55_39_454.jpg,/Users/hm/Desktop/homemaster/week13/videos3/IMG/right_2017_04_18_21_55_39_454.jpg,0,0,0,1.388058
/Users/hm/Desktop/homemaster/week13/videos3/IMG/center_2017_04_18_21_55_39_523.jpg,/Users/hm/Desktop/homemaster/week13/videos3/IMG/left_2017_04_18_21_55_39_523.jpg,/Users/hm/Desktop/homemaster/week13/videos3/IMG/right_2017_04_18_21_55_39_523.jpg,0,0,0,1.376898
/Users/hm/Desktop/homemaster/week13/videos3/IMG/center_2017_04_18_21_55_39_590.jpg,/Users/hm/Desktop/homemaster/week13/videos3/IMG/left_2017_04_18_21_55_39_590.jpg,/Users/hm/Desktop/homemaster/week13/videos3/IMG/right_2017_04_18_21_55_39_590.jpg,0,0,0,1.368586
/Users/hm/Desktop/homemaster/week13/videos3/IMG/center_2017_04_18_21_55_39_658.jpg,/Users/hm/Desktop/homemaster/week13/videos3/IMG/left_2017_04_18_21_55_39_658.jpg,/Users/hm/Desktop/homemaster/week13/videos3/IMG/right_2017_04_18_21_55_39_658.jpg,0,0,0,1.357582
/Users/hm/Desktop/homemaster/week13/videos3/IMG/center_2017_04_18_21_55_39_725.jpg,/Users/hm/Desktop/homemaster/week13/videos3/IMG/left_2017_04_18_21_55_39_725.jpg,/Users/hm/Desktop/homemaster/week13/videos3/IMG/right_2017_04_18_21_55_39_725.jpg,0,0,0,1.349387
/Users/hm/Desktop/homemaster/week13/videos3/IMG/center_2017_04_18_21_55_39_795.jpg,/Users/hm/Desktop/homemaster/week13/videos3/IMG/left_2017_04_18_21_55_39_795.jpg,/Users/hm/Desktop/homemaster/week13/videos3/IMG/right_2017_04_18_21_55_39_795.jpg,0,0,0,1.341241
/Users/hm/Desktop/homemaster/week13/videos3/IMG/center_2017_04_18_21_55_39_862.jpg,/Users/hm/Desktop/homemaster/week13/videos3/IMG/left_2017_04_18_21_55_39_862.jpg,/Users/hm/Desktop/homemaster/week13/videos3/IMG/right_2017_04_18_21_55_39_862.jpg,0,0,0,1.330456
/Users/hm/Desktop/homemaster/week13/videos3/IMG/center_2017_04_18_21_55_39_931.jpg,/Users/hm/Desktop/homemaster/week13/videos3/IMG/left_2017_04_18_21_55_39_931.jpg,/Users/hm/Desktop/homemaster/week13/videos3/IMG/right_2017_04_18_21_55_39_931.jpg,0,0,0,1.322424
/Users/hm/Desktop/homemaster/week13/videos3/IMG/center_2017_04_18_21_55_39_999.jpg,/Users/hm/Desktop/homemaster/week13/videos3/IMG/left_2017_04_18_21_55_39_999.jpg,/Users/hm/Desktop/homemaster/week13/videos3/IMG/right_2017_04_18_21_55_39_999.jpg,0,0,0,1.311791
/Users/hm/Desktop/homemaster/week13/videos3/IMG/center_2017_04_18_21_55_40_066.jpg,/Users/hm/Desktop/homemaster/week13/videos3/IMG/left_2017_04_18_21_55_40_066.jpg,/Users/hm/Desktop/homemaster/week13/videos3/IMG/right_2017_04_18_21_55_40_066.jpg,0,0,0,1.303871
